[[0.1759665009125055, -0.14888616208620822, 0.01915573053792789, 0, 0.26284085072110275, -0.7022285508583845], 0.01915573053792789, true]
[[0.01515238413877167, 0.14403920088134298, 0.010689737455398581, 0, 0.01, 1.4659855607587655], 0.010797712783625032, true]
[[0.11672208010065963, 0.02304048272840426, 0.012474828020079229, 0, 0.01, 0.19489055520555976], 0.01260083426257645, true]
[[-0.07507349135274358, -0.22727301560814153, 0.015303650038746341, 0, 0.8021933391127912, -1.8898350873568326], 0.015303650038746341, true]
[[-0.17176052380255621, -0.0647890373088764, 0.009011773150213535, 0, 0.04579531227909481, -2.780889680233516], 0.009011773150213535, false]
[[-0.023182876867211825, -0.1601746873366266, 0.01739410193536164, 0, 0.01, -1.7145331558601915], 0.01756979697684524, false]
[[0.14276368413887913, -0.11998820595379504, 0.00995418160312895, 0, 0.01, -0.6989337325058202], 0.010054727199342892, false]
[[-0.08280644299086458, 0.07331163234193463, 0.008179183142708185, 0, 1.5707963267948966, 2.4169378085237065], 0.005000000000000001, false]
[[-0.22276699621557644, -0.04504208369523198, 0.010898741263517767, 0, 1.5707963267948966, -2.942088657293884], 0.005441346021638881, false]
[[-0.14558117479851315, 0.06751839907108406, 0.017593448533722092, 0, 1.5707963267948966, 2.7073342457274725], 0.005048088212364687, false]
